,url,Status,Phases,Source,AD,BM,TissueSource,Fetal,GI,iMP,MU,PL,UC
0,https://ClinicalTrials.gov/show/NCT03449082,"Active, not recruiting",Phase 2,allo,31.0,0.0,/AD,0.0,0.0,0.0,0.0,0.0,0.0
1,https://ClinicalTrials.gov/show/NCT04642911,"Active, not recruiting",nan,auto,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2,https://ClinicalTrials.gov/show/NCT04390139,"Active, not recruiting",Phase 1|Phase 2,allo,0.0,0.0,/UC,0.0,0.0,0.0,0.0,0.0,31.0
3,https://ClinicalTrials.gov/show/NCT03265808,"Active, not recruiting",Phase 1|Phase 2,allo,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
4,https://ClinicalTrials.gov/show/NCT03631420,"Active, not recruiting",Phase 1,allo,0.0,0.0,/UC,0.0,0.0,0.0,0.0,0.0,10.0
5,https://ClinicalTrials.gov/show/NCT03877471,"Active, not recruiting",Phase 1,undeclared,0.0,0.0,/Fetal,29.0,0.0,0.0,0.0,0.0,0.0
6,https://ClinicalTrials.gov/show/NCT03684122,"Active, not recruiting",Phase 1|Phase 2,allo,0.0,0.0,/UC,0.0,0.0,0.0,0.0,0.0,11.0
7,https://ClinicalTrials.gov/show/NCT04294290,"Active, not recruiting",Phase 1,allo,0.0,0.0,/UC,0.0,0.0,0.0,0.0,0.0,13.0
8,https://ClinicalTrials.gov/show/NCT03838146,"Active, not recruiting",Not Applicable,allo,161.0,0.0,/UC,0.0,0.0,0.0,0.0,0.0,161.0
9,https://ClinicalTrials.gov/show/NCT03798353,"Active, not recruiting",Phase 1,allo,13.0,0.0,/UC,0.0,0.0,0.0,0.0,0.0,13.0
10,https://ClinicalTrials.gov/show/NCT03079401,"Active, not recruiting",Phase 1|Phase 2,allo,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
11,https://ClinicalTrials.gov/show/NCT03296501,"Active, not recruiting",Phase 1,auto,31.0,0.0,/AD,0.0,0.0,0.0,0.0,0.0,0.0
12,https://ClinicalTrials.gov/show/NCT04456361,"Active, not recruiting",Early Phase 1,allo,0.0,0.0,/UC,0.0,0.0,0.0,0.0,0.0,10.0
13,https://ClinicalTrials.gov/show/NCT04397796,"Active, not recruiting",Phase 1,undeclared,0.0,46.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
14,https://ClinicalTrials.gov/show/NCT04040348,"Active, not recruiting",Phase 1,allo,0.0,0.0,/UC,0.0,0.0,0.0,0.0,0.0,7.0
15,https://ClinicalTrials.gov/show/NCT03706482,"Active, not recruiting",Phase 1|Phase 2,allo,0.0,0.0,/Fetal,19.0,0.0,0.0,0.0,0.0,0.0
16,https://ClinicalTrials.gov/show/NCT04506073,"Active, not recruiting",Phase 2,allo,0.0,46.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
17,https://ClinicalTrials.gov/show/NCT03325504,"Active, not recruiting",Phase 3,auto,0.0,47.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
18,https://ClinicalTrials.gov/show/NCT02728115,"Active, not recruiting",Phase 1,undeclared,0.0,7.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
19,https://ClinicalTrials.gov/show/NCT04219241,"Active, not recruiting",Phase 2|Phase 3,undeclared,0.0,36.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
20,https://ClinicalTrials.gov/show/NCT03381326,"Active, not recruiting",nan,undeclared,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
21,https://ClinicalTrials.gov/show/NCT02315027,"Active, not recruiting",Phase 1|Phase 2,auto,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
22,https://ClinicalTrials.gov/show/NCT04651855,"Active, not recruiting",Phase 1|Phase 2,allo,0.0,0.0,/UC,0.0,0.0,0.0,0.0,0.0,21.0
23,https://ClinicalTrials.gov/show/NCT03173638,"Active, not recruiting",Phase 2,allo,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
24,https://ClinicalTrials.gov/show/NCT00790413,"Active, not recruiting",Early Phase 1,undeclared,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
25,https://ClinicalTrials.gov/show/NCT02838069,"Active, not recruiting",Phase 2,auto,101.0,0.0,/AD,0.0,0.0,0.0,0.0,0.0,0.0
26,https://ClinicalTrials.gov/show/NCT01033552,"Active, not recruiting",Phase 1|Phase 2,allo,0.0,33.0,/UC,0.0,0.0,0.0,0.0,0.0,33.0
27,https://ClinicalTrials.gov/show/NCT03423732,"Active, not recruiting",Phase 2|Phase 3,allo,51.0,0.0,/UC,0.0,0.0,0.0,0.0,0.0,51.0
28,https://ClinicalTrials.gov/show/NCT03379168,"Active, not recruiting",Not Applicable,auto,76.0,0.0,/AD,0.0,0.0,0.0,0.0,0.0,0.0
29,https://ClinicalTrials.gov/show/NCT05501418,"Active, not recruiting",Phase 1|Phase 2,allo,0.0,0.0,/UC,0.0,0.0,0.0,0.0,0.0,76.0
30,https://ClinicalTrials.gov/show/NCT02619851,"Active, not recruiting",Phase 2,allo,23.0,0.0,/AD,0.0,0.0,0.0,0.0,0.0,0.0
31,https://ClinicalTrials.gov/show/NCT05508191,"Active, not recruiting",Not Applicable,auto,31.0,0.0,/AD,0.0,0.0,0.0,0.0,0.0,0.0
32,https://ClinicalTrials.gov/show/NCT04495582,"Active, not recruiting",nan,auto,0.0,9.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
33,https://ClinicalTrials.gov/show/NCT01632475,"Active, not recruiting",nan,allo,0.0,0.0,/UC,0.0,0.0,0.0,0.0,0.0,10.0
34,https://ClinicalTrials.gov/show/NCT03516006,"Active, not recruiting",Phase 1|Phase 2,allo,0.0,0.0,/UC,0.0,0.0,0.0,0.0,0.0,21.0
35,https://ClinicalTrials.gov/show/NCT03183648,"Active, not recruiting",nan,allo,31.0,0.0,/AD,0.0,0.0,0.0,0.0,0.0,0.0
36,https://ClinicalTrials.gov/show/NCT03973827,"Active, not recruiting",Phase 1|Phase 2,allo,0.0,0.0,/UC,0.0,0.0,0.0,0.0,0.0,16.0
37,https://ClinicalTrials.gov/show/NCT04389450,"Active, not recruiting",Phase 2,allo,0.0,0.0,/PL,0.0,0.0,0.0,0.0,67.0,0.0
38,https://ClinicalTrials.gov/show/NCT04410731,"Active, not recruiting",Phase 1,allo,0.0,11.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
39,https://ClinicalTrials.gov/show/NCT03437759,"Active, not recruiting",Early Phase 1,undeclared,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
40,https://ClinicalTrials.gov/show/NCT03874572,"Active, not recruiting",Phase 1,allo,11.0,0.0,/AD,0.0,0.0,0.0,0.0,0.0,0.0
41,https://ClinicalTrials.gov/show/NCT04445220,"Active, not recruiting",Phase 1|Phase 2,allo,23.0,0.0,/AD,0.0,0.0,0.0,0.0,0.0,0.0
42,https://ClinicalTrials.gov/show/NCT03570333,"Active, not recruiting",Not Applicable,undeclared,0.0,0.0,/GI,0.0,11.0,0.0,0.0,0.0,0.0
43,https://ClinicalTrials.gov/show/NCT04614025,"Active, not recruiting",Phase 2,allo,0.0,0.0,/PL,0.0,0.0,0.0,0.0,24.0,0.0
44,https://ClinicalTrials.gov/show/NCT05499156,"Active, not recruiting",Phase 1|Phase 2,allo,0.0,0.0,/PL,0.0,0.0,0.0,0.0,81.0,0.0
45,https://ClinicalTrials.gov/show/NCT05054803,"Active, not recruiting",Phase 1|Phase 2,allo,0.0,0.0,/UC,0.0,0.0,0.0,0.0,0.0,19.0
46,https://ClinicalTrials.gov/show/NCT03294759,"Active, not recruiting",Not Applicable,auto,0.0,41.0,/Fetal,41.0,0.0,0.0,0.0,0.0,0.0
47,https://ClinicalTrials.gov/show/NCT05080465,"Active, not recruiting",Phase 3,auto,0.0,701.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
48,https://ClinicalTrials.gov/show/NCT03015623,"Active, not recruiting",Phase 1|Phase 2,allo,25.0,0.0,/AD,0.0,0.0,0.0,0.0,0.0,0.0
49,https://ClinicalTrials.gov/show/NCT03878628,"Active, not recruiting",Early Phase 1,allo,8.0,0.0,/AD,0.0,0.0,0.0,0.0,0.0,0.0
50,https://ClinicalTrials.gov/show/NCT04447833,"Active, not recruiting",Phase 1,allo,0.0,8.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
